date,country,state,population,confirmed,confirmed_1d,confirmed_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,confirmed_trend,deaths,deaths_1d,deaths_moving_avg_7d,deaths_moving_avg_7d_rate_14d,deaths_trend,month,year
2021-04-01,Brazil,Distrito Federal,3015268,345682,1318,1505,0.9066265060240963,Stable,6150,121,78,2.3636363636363638,Upward,2021-04,2021
2021-04-02,Brazil,Distrito Federal,3015268,346873,1191,1369,0.8286924939467313,Stable,6207,57,77,2.2,Upward,2021-04,2021
2021-04-03,Brazil,Distrito Federal,3015268,348687,1814,1394,0.8382441371016236,Stable,6235,28,74,2.0,Upward,2021-04,2021
2021-04-04,Brazil,Distrito Federal,3015268,349775,1088,1373,0.8717460317460317,Stable,6288,53,76,2.0,Upward,2021-04,2021
2021-04-05,Brazil,Distrito Federal,3015268,351163,1388,1344,0.869340232858991,Stable,6366,78,79,1.8372093023255813,Upward,2021-04,2021
2021-04-06,Brazil,Distrito Federal,3015268,352067,904,1280,0.8300907911802854,Stable,6449,83,77,1.6382978723404256,Upward,2021-04,2021
2021-04-07,Brazil,Distrito Federal,3015268,353206,1139,1264,0.8293963254593176,Stable,6532,83,72,1.44,Upward,2021-04,2021
2021-04-08,Brazil,Distrito Federal,3015268,354816,1610,1305,0.8636664460622104,Stable,6609,77,66,1.375,Upward,2021-04,2021
2021-04-09,Brazil,Distrito Federal,3015268,356558,1742,1384,0.8639200998751561,Stable,6676,67,67,1.3137254901960784,Upward,2021-04,2021
2021-04-10,Brazil,Distrito Federal,3015268,357761,1203,1297,0.8172652804032766,Stable,6709,33,68,1.3076923076923077,Upward,2021-04,2021
2021-04-11,Brazil,Distrito Federal,3015268,359122,1361,1336,0.8298136645962733,Stable,6754,45,67,1.2407407407407407,Upward,2021-04,2021
2021-04-12,Brazil,Distrito Federal,3015268,360124,1002,1281,0.8148854961832062,Stable,6840,86,68,1.2592592592592593,Upward,2021-04,2021
2021-04-13,Brazil,Distrito Federal,3015268,361023,899,1280,0.8173690932311622,Stable,6906,66,66,1.11864406779661,Stable,2021-04,2021
2021-04-14,Brazil,Distrito Federal,3015268,362379,1356,1311,0.8329097839898348,Stable,6972,66,63,0.9264705882352942,Stable,2021-04,2021
2021-04-15,Brazil,Distrito Federal,3015268,363344,965,1219,0.8099667774086379,Stable,7049,77,63,0.8076923076923077,Stable,2021-04,2021
2021-04-16,Brazil,Distrito Federal,3015268,364452,1108,1128,0.8239590942293645,Stable,7125,76,65,0.8441558441558441,Stable,2021-04,2021
2021-04-17,Brazil,Distrito Federal,3015268,365646,1194,1127,0.8084648493543759,Stable,7172,47,67,0.9054054054054054,Stable,2021-04,2021
2021-04-18,Brazil,Distrito Federal,3015268,366708,1062,1084,0.7895120174799709,Stable,7210,38,66,0.868421052631579,Stable,2021-04,2021
2021-04-19,Brazil,Distrito Federal,3015268,367969,1261,1121,0.8340773809523809,Stable,7284,74,64,0.810126582278481,Stable,2021-04,2021
2021-04-20,Brazil,Distrito Federal,3015268,368924,955,1129,0.88203125,Stable,7344,60,63,0.8181818181818182,Stable,2021-04,2021
2021-04-21,Brazil,Distrito Federal,3015268,369808,884,1062,0.8401898734177216,Stable,7388,44,60,0.8333333333333334,Stable,2021-04,2021
2021-04-22,Brazil,Distrito Federal,3015268,370686,878,1049,0.803831417624521,Stable,7440,52,56,0.8484848484848485,Stable,2021-04,2021
2021-04-23,Brazil,Distrito Federal,3015268,371719,1033,1039,0.7507225433526011,Stable,7494,54,53,0.7910447761194029,Stable,2021-04,2021
2021-04-24,Brazil,Distrito Federal,3015268,372563,844,989,0.7625289128758674,Stable,7534,40,52,0.7647058823529411,Stable,2021-04,2021
2021-04-25,Brazil,Distrito Federal,3015268,373501,938,971,0.7267964071856288,Downward,7569,35,52,0.7761194029850746,Stable,2021-04,2021
2021-04-26,Brazil,Distrito Federal,3015268,374588,1087,946,0.7384855581576893,Downward,7628,59,50,0.7352941176470589,Downward,2021-04,2021
2021-04-27,Brazil,Distrito Federal,3015268,375506,918,941,0.73515625,Downward,7669,41,47,0.7121212121212122,Downward,2021-04,2021
2021-04-28,Brazil,Distrito Federal,3015268,376727,1221,989,0.7543859649122807,Stable,7718,49,48,0.7619047619047619,Stable,2021-04,2021
2021-04-29,Brazil,Distrito Federal,3015268,377656,929,996,0.8170631665299426,Stable,7761,43,46,0.7301587301587301,Downward,2021-04,2021
2021-04-30,Brazil,Distrito Federal,3015268,378783,1127,1010,0.8953900709219859,Stable,7798,37,44,0.676923076923077,Downward,2021-04,2021
2021-05-01,Brazil,Distrito Federal,3015268,379752,969,1027,0.9112688553682342,Stable,7826,28,42,0.6268656716417911,Downward,2021-05,2021
2021-05-02,Brazil,Distrito Federal,3015268,380639,887,1020,0.940959409594096,Stable,7855,29,41,0.6212121212121212,Downward,2021-05,2021
2021-05-03,Brazil,Distrito Federal,3015268,381468,829,983,0.8768956289027654,Stable,7883,28,37,0.578125,Downward,2021-05,2021
2021-05-04,Brazil,Distrito Federal,3015268,382231,763,961,0.8511957484499557,Stable,7926,43,37,0.5873015873015873,Downward,2021-05,2021
2021-05-05,Brazil,Distrito Federal,3015268,383030,799,901,0.8483992467043314,Stable,7978,52,38,0.6333333333333333,Downward,2021-05,2021
2021-05-06,Brazil,Distrito Federal,3015268,384031,1001,911,0.8684461391801716,Stable,8026,48,38,0.6785714285714286,Downward,2021-05,2021
2021-05-07,Brazil,Distrito Federal,3015268,384851,820,867,0.8344562078922041,Stable,8056,30,37,0.6981132075471698,Downward,2021-05,2021
2021-05-08,Brazil,Distrito Federal,3015268,385763,912,859,0.8685540950455005,Stable,8087,31,38,0.7307692307692307,Downward,2021-05,2021
2021-05-09,Brazil,Distrito Federal,3015268,386688,925,865,0.8908341915550978,Stable,8113,26,37,0.7115384615384616,Downward,2021-05,2021
2021-05-10,Brazil,Distrito Federal,3015268,387520,832,865,0.9143763213530656,Stable,8150,37,39,0.78,Stable,2021-05,2021
2021-05-11,Brazil,Distrito Federal,3015268,388286,766,865,0.9192348565356004,Stable,8184,34,37,0.7872340425531915,Stable,2021-05,2021
2021-05-12,Brazil,Distrito Federal,3015268,389178,892,879,0.8887765419615774,Stable,8217,33,35,0.7291666666666666,Downward,2021-05,2021
2021-05-13,Brazil,Distrito Federal,3015268,390117,939,870,0.8734939759036144,Stable,8251,34,33,0.717391304347826,Downward,2021-05,2021
2021-05-14,Brazil,Distrito Federal,3015268,390805,688,851,0.8425742574257425,Stable,8275,24,32,0.7272727272727273,Downward,2021-05,2021
2021-05-15,Brazil,Distrito Federal,3015268,391688,883,847,0.824732229795521,Stable,8298,23,31,0.7380952380952381,Downward,2021-05,2021
2021-05-16,Brazil,Distrito Federal,3015268,392582,894,842,0.8254901960784313,Stable,8317,19,30,0.7317073170731707,Downward,2021-05,2021
2021-05-17,Brazil,Distrito Federal,3015268,393631,1049,873,0.8880976602238047,Stable,8345,28,28,0.7567567567567568,Stable,2021-05,2021
2021-05-18,Brazil,Distrito Federal,3015268,394223,592,849,0.8834547346514048,Stable,8366,21,26,0.7027027027027027,Downward,2021-05,2021
2021-05-19,Brazil,Distrito Federal,3015268,395213,990,863,0.9578246392896781,Stable,8399,33,26,0.6842105263157895,Downward,2021-05,2021
2021-05-20,Brazil,Distrito Federal,3015268,396087,874,853,0.9363336992316136,Stable,8422,23,25,0.6578947368421053,Downward,2021-05,2021
2021-05-21,Brazil,Distrito Federal,3015268,396985,898,883,1.0184544405997693,Stable,8442,20,24,0.6486486486486487,Downward,2021-05,2021
2021-05-22,Brazil,Distrito Federal,3015268,397715,730,861,1.0023282887077998,Stable,8450,8,22,0.5789473684210527,Downward,2021-05,2021
2021-05-23,Brazil,Distrito Federal,3015268,398450,735,839,0.9699421965317919,Stable,8466,16,22,0.5945945945945946,Downward,2021-05,2021
2021-05-24,Brazil,Distrito Federal,3015268,399349,899,817,0.9445086705202312,Stable,8483,17,20,0.5128205128205128,Downward,2021-05,2021
2021-05-25,Brazil,Distrito Federal,3015268,400188,839,853,0.9861271676300578,Stable,8514,31,22,0.5945945945945946,Downward,2021-05,2021
2021-05-26,Brazil,Distrito Federal,3015268,400977,789,824,0.9374288964732651,Stable,8537,23,20,0.5714285714285714,Downward,2021-05,2021
2021-05-27,Brazil,Distrito Federal,3015268,402182,1205,871,1.0011494252873563,Stable,8569,32,21,0.6363636363636364,Downward,2021-05,2021
2021-05-28,Brazil,Distrito Federal,3015268,403175,993,885,1.0399529964747356,Stable,8600,31,23,0.71875,Downward,2021-05,2021
2021-05-29,Brazil,Distrito Federal,3015268,404190,1015,925,1.0920897284533648,Stable,8621,21,25,0.8064516129032258,Stable,2021-05,2021
2021-05-30,Brazil,Distrito Federal,3015268,405001,811,936,1.1116389548693586,Stable,8642,21,26,0.8666666666666667,Stable,2021-05,2021
2021-05-31,Brazil,Distrito Federal,3015268,405903,902,937,1.0733104238258877,Stable,8670,28,27,0.9642857142857143,Stable,2021-05,2021
2021-06-01,Brazil,Distrito Federal,3015268,406739,836,936,1.1024734982332156,Stable,8692,22,26,1.0,Stable,2021-06,2021
2021-06-02,Brazil,Distrito Federal,3015268,407540,801,938,1.0869061413673233,Stable,8720,28,27,1.0384615384615385,Stable,2021-06,2021
2021-06-03,Brazil,Distrito Federal,3015268,408027,487,835,0.9788980070339977,Stable,8740,20,25,1.0,Stable,2021-06,2021
2021-06-04,Brazil,Distrito Federal,3015268,409147,1120,854,0.9671574178935447,Stable,8766,26,24,1.0,Stable,2021-06,2021
2021-06-05,Brazil,Distrito Federal,3015268,410059,912,839,0.9744483159117305,Stable,8790,24,25,1.1363636363636365,Stable,2021-06,2021
2021-06-06,Brazil,Distrito Federal,3015268,411087,1028,870,1.0369487485101312,Stable,8800,10,23,1.0454545454545454,Stable,2021-06,2021
2021-06-07,Brazil,Distrito Federal,3015268,411964,877,866,1.0599755201958385,Stable,8826,26,23,1.15,Stable,2021-06,2021
2021-06-08,Brazil,Distrito Federal,3015268,412708,744,853,1.0,Stable,8844,18,22,1.0,Stable,2021-06,2021
2021-06-09,Brazil,Distrito Federal,3015268,413422,714,841,1.020631067961165,Stable,8868,24,22,1.1,Stable,2021-06,2021
2021-06-10,Brazil,Distrito Federal,3015268,414053,631,861,0.9885189437428243,Stable,8898,30,23,1.0952380952380953,Stable,2021-06,2021
2021-06-11,Brazil,Distrito Federal,3015268,414875,822,819,0.9254237288135593,Stable,8923,25,23,1.0,Stable,2021-06,2021
2021-06-12,Brazil,Distrito Federal,3015268,416129,1254,868,0.9383783783783783,Stable,8937,14,21,0.84,Stable,2021-06,2021
2021-06-13,Brazil,Distrito Federal,3015268,417279,1150,885,0.9455128205128205,Stable,8955,18,23,0.8846153846153846,Stable,2021-06,2021
2021-06-14,Brazil,Distrito Federal,3015268,418089,810,875,0.9338313767342583,Stable,8976,21,22,0.8148148148148148,Stable,2021-06,2021
2021-06-15,Brazil,Distrito Federal,3015268,418659,570,851,0.9091880341880342,Stable,8994,18,22,0.8461538461538461,Stable,2021-06,2021
2021-06-16,Brazil,Distrito Federal,3015268,419548,889,876,0.9339019189765458,Stable,9016,22,22,0.8148148148148148,Stable,2021-06,2021
2021-06-17,Brazil,Distrito Federal,3015268,420348,800,900,1.0778443113772456,Stable,9037,21,20,0.8,Stable,2021-06,2021
2021-06-18,Brazil,Distrito Federal,3015268,421119,771,892,1.044496487119438,Stable,9051,14,19,0.7916666666666666,Stable,2021-06,2021
2021-06-19,Brazil,Distrito Federal,3015268,422133,1014,858,1.0226460071513708,Stable,9071,20,20,0.8,Stable,2021-06,2021
2021-06-20,Brazil,Distrito Federal,3015268,423038,905,823,0.9459770114942528,Stable,9094,23,20,0.8695652173913043,Stable,2021-06,2021
2021-06-21,Brazil,Distrito Federal,3015268,423833,795,821,0.9480369515011547,Stable,9113,19,20,0.8695652173913043,Stable,2021-06,2021
2021-06-22,Brazil,Distrito Federal,3015268,424523,690,838,0.9824150058616647,Stable,9129,16,20,0.9090909090909091,Stable,2021-06,2021
2021-06-23,Brazil,Distrito Federal,3015268,425125,602,797,0.9476813317479191,Stable,9146,17,19,0.8636363636363636,Stable,2021-06,2021
2021-06-24,Brazil,Distrito Federal,3015268,425790,665,778,0.9036004645760743,Stable,9158,12,18,0.782608695652174,Stable,2021-06,2021
2021-06-25,Brazil,Distrito Federal,3015268,426646,856,790,0.9645909645909646,Stable,9172,14,18,0.782608695652174,Stable,2021-06,2021
2021-06-26,Brazil,Distrito Federal,3015268,427432,786,757,0.8721198156682027,Stable,9184,12,17,0.8095238095238095,Stable,2021-06,2021
2021-06-27,Brazil,Distrito Federal,3015268,428352,920,760,0.8587570621468926,Stable,9193,9,15,0.6521739130434783,Downward,2021-06,2021
2021-06-28,Brazil,Distrito Federal,3015268,429018,666,741,0.8468571428571429,Stable,9206,13,14,0.6363636363636364,Downward,2021-06,2021
2021-06-29,Brazil,Distrito Federal,3015268,429636,618,731,0.8589894242068156,Stable,9232,26,15,0.6818181818181818,Downward,2021-06,2021
2021-06-30,Brazil,Distrito Federal,3015268,430461,825,763,0.8710045662100456,Stable,9251,19,15,0.6818181818181818,Downward,2021-06,2021
2021-07-01,Brazil,Distrito Federal,3015268,431151,690,766,0.8511111111111112,Stable,9264,13,16,0.8,Stable,2021-07,2021
2021-07-02,Brazil,Distrito Federal,3015268,431771,620,733,0.8217488789237668,Stable,9276,12,15,0.7894736842105263,Stable,2021-07,2021
2021-07-03,Brazil,Distrito Federal,3015268,432492,721,723,0.8426573426573427,Stable,9289,13,15,0.75,Stable,2021-07,2021
2021-07-04,Brazil,Distrito Federal,3015268,433505,1013,737,0.8955042527339003,Stable,9304,15,16,0.8,Stable,2021-07,2021
2021-07-05,Brazil,Distrito Federal,3015268,434114,609,728,0.8867235079171741,Stable,9312,8,16,0.8,Stable,2021-07,2021
2021-07-06,Brazil,Distrito Federal,3015268,434708,594,725,0.8651551312649165,Stable,9322,10,13,0.65,Downward,2021-07,2021
2021-07-07,Brazil,Distrito Federal,3015268,435405,697,707,0.8870765370138017,Stable,9331,9,12,0.631578947368421,Downward,2021-07,2021
2021-07-08,Brazil,Distrito Federal,3015268,435982,577,691,0.8881748071979434,Stable,9344,13,12,0.6666666666666666,Downward,2021-07,2021
2021-07-09,Brazil,Distrito Federal,3015268,436649,667,697,0.8822784810126583,Stable,9357,13,12,0.6666666666666666,Downward,2021-07,2021
2021-07-10,Brazil,Distrito Federal,3015268,437248,599,680,0.8982826948480845,Stable,9370,13,12,0.7058823529411765,Downward,2021-07,2021
2021-07-11,Brazil,Distrito Federal,3015268,437726,478,603,0.7934210526315789,Stable,9379,9,11,0.7333333333333333,Downward,2021-07,2021
2021-07-12,Brazil,Distrito Federal,3015268,438446,720,619,0.835357624831309,Stable,9389,10,11,0.7857142857142857,Stable,2021-07,2021
2021-07-13,Brazil,Distrito Federal,3015268,438865,419,594,0.8125854993160054,Stable,9407,18,13,0.8666666666666667,Stable,2021-07,2021
2021-07-14,Brazil,Distrito Federal,3015268,439528,663,589,0.7719528178243774,Stable,9420,13,13,0.8666666666666667,Stable,2021-07,2021
2021-07-15,Brazil,Distrito Federal,3015268,439981,453,572,0.7467362924281984,Downward,9434,14,13,0.8125,Stable,2021-07,2021
2021-07-16,Brazil,Distrito Federal,3015268,440734,753,584,0.7967257844474761,Stable,9455,21,14,0.9333333333333333,Stable,2021-07,2021
2021-07-17,Brazil,Distrito Federal,3015268,441251,517,572,0.7911479944674965,Stable,9467,12,14,0.9333333333333333,Stable,2021-07,2021
2021-07-18,Brazil,Distrito Federal,3015268,441749,498,575,0.7801899592944369,Stable,9479,12,15,0.9375,Stable,2021-07,2021
2021-07-19,Brazil,Distrito Federal,3015268,442223,474,540,0.7417582417582418,Downward,9491,12,15,0.9375,Stable,2021-07,2021
2021-07-20,Brazil,Distrito Federal,3015268,442703,480,549,0.7572413793103449,Stable,9501,10,14,1.0769230769230769,Stable,2021-07,2021
2021-07-21,Brazil,Distrito Federal,3015268,443280,577,536,0.7581329561527581,Stable,9509,8,13,1.0833333333333333,Stable,2021-07,2021
2021-07-22,Brazil,Distrito Federal,3015268,443797,517,546,0.7901591895803184,Stable,9526,17,14,1.1666666666666667,Upward,2021-07,2021
2021-07-23,Brazil,Distrito Federal,3015268,444665,868,562,0.806312769010043,Stable,9538,12,12,1.0,Stable,2021-07,2021
2021-07-24,Brazil,Distrito Federal,3015268,445424,759,597,0.8779411764705882,Stable,9548,10,12,1.0,Stable,2021-07,2021
2021-07-25,Brazil,Distrito Federal,3015268,446136,712,627,1.0398009950248757,Stable,9557,9,12,1.0909090909090908,Stable,2021-07,2021
2021-07-26,Brazil,Distrito Federal,3015268,446772,636,650,1.050080775444265,Stable,9567,10,11,1.0,Stable,2021-07,2021
2021-07-27,Brazil,Distrito Federal,3015268,447354,582,665,1.1195286195286196,Stable,9578,11,11,0.8461538461538461,Stable,2021-07,2021
2021-07-28,Brazil,Distrito Federal,3015268,447990,636,673,1.1426146010186757,Stable,9593,15,12,0.9230769230769231,Stable,2021-07,2021
2021-07-29,Brazil,Distrito Federal,3015268,448666,676,696,1.2167832167832169,Upward,9599,6,11,0.8461538461538461,Stable,2021-07,2021
2021-07-30,Brazil,Distrito Federal,3015268,449404,738,677,1.1592465753424657,Upward,9610,11,11,0.7857142857142857,Stable,2021-07,2021
2021-07-31,Brazil,Distrito Federal,3015268,450166,762,678,1.1853146853146854,Upward,9620,10,11,0.7857142857142857,Stable,2021-07,2021
2021-08-01,Brazil,Distrito Federal,3015268,450865,699,676,1.1756521739130434,Upward,9630,10,11,0.7333333333333333,Downward,2021-08,2021
2021-08-02,Brazil,Distrito Federal,3015268,451570,705,686,1.2703703703703704,Upward,9644,14,11,0.7333333333333333,Downward,2021-08,2021
2021-08-03,Brazil,Distrito Federal,3015268,451894,324,649,1.1821493624772312,Upward,9661,17,12,0.8571428571428571,Stable,2021-08,2021
2021-08-04,Brazil,Distrito Federal,3015268,452527,633,649,1.210820895522388,Upward,9677,16,12,0.9230769230769231,Stable,2021-08,2021
2021-08-05,Brazil,Distrito Federal,3015268,453192,665,647,1.184981684981685,Upward,9689,12,13,0.9285714285714286,Stable,2021-08,2021
2021-08-06,Brazil,Distrito Federal,3015268,454184,992,683,1.2153024911032029,Upward,9703,14,14,1.1666666666666667,Upward,2021-08,2021
2021-08-07,Brazil,Distrito Federal,3015268,454767,583,658,1.102177554438861,Stable,9716,13,14,1.1666666666666667,Upward,2021-08,2021
2021-08-08,Brazil,Distrito Federal,3015268,455088,321,604,0.9633173843700159,Stable,9723,7,14,1.1666666666666667,Upward,2021-08,2021
2021-08-09,Brazil,Distrito Federal,3015268,455682,594,588,0.9046153846153846,Stable,9741,18,14,1.2727272727272727,Upward,2021-08,2021
2021-08-10,Brazil,Distrito Federal,3015268,456129,447,605,0.9097744360902256,Stable,9760,19,15,1.3636363636363635,Upward,2021-08,2021
2021-08-11,Brazil,Distrito Federal,3015268,456791,662,610,0.9063893016344725,Stable,9772,12,14,1.1666666666666667,Upward,2021-08,2021
2021-08-12,Brazil,Distrito Federal,3015268,457452,661,609,0.875,Stable,9781,9,14,1.2727272727272727,Upward,2021-08,2021
2021-08-13,Brazil,Distrito Federal,3015268,458052,600,553,0.8168389955686853,Stable,9792,11,13,1.1818181818181819,Upward,2021-08,2021
2021-08-14,Brazil,Distrito Federal,3015268,459095,1043,619,0.9129793510324484,Stable,9802,10,13,1.1818181818181819,Upward,2021-08,2021
2021-08-15,Brazil,Distrito Federal,3015268,459593,498,644,0.9526627218934911,Stable,9818,16,14,1.2727272727272727,Upward,2021-08,2021
2021-08-16,Brazil,Distrito Federal,3015268,460361,768,669,0.9752186588921283,Stable,9839,21,14,1.2727272727272727,Upward,2021-08,2021
2021-08-17,Brazil,Distrito Federal,3015268,460840,479,673,1.036979969183359,Stable,9849,10,13,1.0833333333333333,Stable,2021-08,2021
2021-08-18,Brazil,Distrito Federal,3015268,461422,582,662,1.0200308166409862,Stable,9863,14,13,1.0833333333333333,Stable,2021-08,2021
2021-08-19,Brazil,Distrito Federal,3015268,461925,503,639,0.9876352395672334,Stable,9878,15,14,1.0769230769230769,Stable,2021-08,2021
2021-08-20,Brazil,Distrito Federal,3015268,462687,762,663,0.9707174231332357,Stable,9887,9,14,1.0,Stable,2021-08,2021
2021-08-21,Brazil,Distrito Federal,3015268,463530,843,634,0.9635258358662614,Stable,9898,11,14,1.0,Stable,2021-08,2021
2021-08-22,Brazil,Distrito Federal,3015268,463942,412,622,1.0298013245033113,Stable,9914,16,14,1.0,Stable,2021-08,2021
2021-08-23,Brazil,Distrito Federal,3015268,465073,1131,674,1.1462585034013606,Stable,9934,20,14,1.0,Stable,2021-08,2021
2021-08-24,Brazil,Distrito Federal,3015268,465555,482,674,1.1140495867768596,Stable,9948,14,15,1.0,Stable,2021-08,2021
2021-08-25,Brazil,Distrito Federal,3015268,466294,739,696,1.140983606557377,Stable,9966,18,15,1.0714285714285714,Stable,2021-08,2021
2021-08-26,Brazil,Distrito Federal,3015268,466840,546,703,1.154351395730706,Upward,9983,17,15,1.0714285714285714,Stable,2021-08,2021
2021-08-27,Brazil,Distrito Federal,3015268,467693,853,716,1.2947558770343581,Upward,9993,10,16,1.2307692307692308,Upward,2021-08,2021
2021-08-28,Brazil,Distrito Federal,3015268,468264,571,677,1.0936995153473343,Stable,10007,14,16,1.2307692307692308,Upward,2021-08,2021
2021-08-29,Brazil,Distrito Federal,3015268,468944,680,715,1.110248447204969,Stable,10024,17,16,1.1428571428571428,Stable,2021-08,2021
2021-08-30,Brazil,Distrito Federal,3015268,469940,996,696,1.0403587443946187,Stable,10041,17,16,1.1428571428571428,Stable,2021-08,2021
2021-08-31,Brazil,Distrito Federal,3015268,470471,531,703,1.0445765230312036,Stable,10054,13,16,1.2307692307692308,Upward,2021-08,2021
2021-09-01,Brazil,Distrito Federal,3015268,471656,1185,766,1.1570996978851964,Upward,10062,8,14,1.0769230769230769,Stable,2021-09,2021
2021-09-02,Brazil,Distrito Federal,3015268,472677,1021,834,1.3051643192488263,Upward,10084,22,15,1.0714285714285714,Stable,2021-09,2021
2021-09-03,Brazil,Distrito Federal,3015268,473731,1054,863,1.301659125188537,Upward,10104,20,16,1.1428571428571428,Stable,2021-09,2021
2021-09-04,Brazil,Distrito Federal,3015268,474420,689,880,1.38801261829653,Upward,10116,12,16,1.1428571428571428,Stable,2021-09,2021
2021-09-05,Brazil,Distrito Federal,3015268,475083,663,877,1.409967845659164,Upward,10128,12,15,1.0714285714285714,Stable,2021-09,2021
2021-09-06,Brazil,Distrito Federal,3015268,476143,1060,887,1.3160237388724036,Upward,10144,16,15,1.0714285714285714,Stable,2021-09,2021
2021-09-07,Brazil,Distrito Federal,3015268,476789,646,903,1.3397626112759644,Upward,10156,12,15,1.0,Stable,2021-09,2021
2021-09-08,Brazil,Distrito Federal,3015268,477592,803,848,1.2183908045977012,Upward,10166,10,15,1.0,Stable,2021-09,2021
2021-09-09,Brazil,Distrito Federal,3015268,478117,525,778,1.1066856330014225,Stable,10178,12,14,0.9333333333333333,Stable,2021-09,2021
2021-09-10,Brazil,Distrito Federal,3015268,478695,578,710,0.9916201117318436,Stable,10191,13,13,0.8125,Stable,2021-09,2021
2021-09-11,Brazil,Distrito Federal,3015268,479284,589,695,1.0265878877400296,Stable,10201,10,13,0.8125,Stable,2021-09,2021
2021-09-12,Brazil,Distrito Federal,3015268,480018,734,705,0.986013986013986,Stable,10212,11,12,0.75,Stable,2021-09,2021
2021-09-13,Brazil,Distrito Federal,3015268,480823,805,669,0.9612068965517241,Stable,10222,10,12,0.75,Stable,2021-09,2021
2021-09-14,Brazil,Distrito Federal,3015268,481699,876,702,0.9985775248933144,Stable,10230,8,11,0.6875,Downward,2021-09,2021
2021-09-15,Brazil,Distrito Federal,3015268,482337,638,678,0.8851174934725848,Stable,10245,15,12,0.8571428571428571,Stable,2021-09,2021
2021-09-16,Brazil,Distrito Federal,3015268,482967,630,693,0.8309352517985612,Stable,10260,15,12,0.8,Stable,2021-09,2021
2021-09-17,Brazil,Distrito Federal,3015268,483705,738,716,0.8296639629200464,Stable,10267,7,11,0.6875,Downward,2021-09,2021
2021-09-18,Brazil,Distrito Federal,3015268,484499,794,745,0.8465909090909091,Stable,10273,6,11,0.6875,Downward,2021-09,2021
2021-09-19,Brazil,Distrito Federal,3015268,485590,1091,796,0.9076396807297605,Stable,10284,11,11,0.7333333333333333,Downward,2021-09,2021
2021-09-20,Brazil,Distrito Federal,3015268,486686,1096,838,0.9447576099210823,Stable,10298,14,11,0.7333333333333333,Downward,2021-09,2021
2021-09-21,Brazil,Distrito Federal,3015268,487325,639,804,0.8903654485049833,Stable,10311,13,12,0.8,Stable,2021-09,2021
2021-09-22,Brazil,Distrito Federal,3015268,488141,816,830,0.9787735849056604,Stable,10323,12,12,0.8,Stable,2021-09,2021
2021-09-23,Brazil,Distrito Federal,3015268,489118,977,879,1.1298200514138816,Stable,10342,19,12,0.8571428571428571,Stable,2021-09,2021
2021-09-24,Brazil,Distrito Federal,3015268,490122,1004,917,1.291549295774648,Upward,10364,22,14,1.0769230769230769,Stable,2021-09,2021
2021-09-25,Brazil,Distrito Federal,3015268,490909,787,916,1.3179856115107913,Upward,10382,18,16,1.2307692307692308,Upward,2021-09,2021
2021-09-26,Brazil,Distrito Federal,3015268,491564,655,854,1.2113475177304964,Upward,10395,13,16,1.3333333333333333,Upward,2021-09,2021
2021-09-27,Brazil,Distrito Federal,3015268,492977,1413,899,1.343796711509716,Upward,10415,20,17,1.4166666666666667,Upward,2021-09,2021
2021-09-28,Brazil,Distrito Federal,3015268,493698,721,911,1.2977207977207976,Upward,10435,20,18,1.6363636363636365,Upward,2021-09,2021
2021-09-29,Brazil,Distrito Federal,3015268,494299,601,880,1.2979351032448379,Upward,10454,19,19,1.5833333333333333,Upward,2021-09,2021
2021-09-30,Brazil,Distrito Federal,3015268,495249,950,876,1.2640692640692641,Upward,10464,10,18,1.5,Upward,2021-09,2021
2021-10-01,Brazil,Distrito Federal,3015268,496186,937,867,1.2108938547486034,Upward,10480,16,17,1.5454545454545454,Upward,2021-10,2021
2021-10-02,Brazil,Distrito Federal,3015268,496779,593,839,1.1261744966442953,Stable,10488,8,16,1.4545454545454546,Upward,2021-10,2021
2021-10-03,Brazil,Distrito Federal,3015268,498043,1264,926,1.1633165829145728,Upward,10495,7,15,1.3636363636363635,Upward,2021-10,2021
2021-10-04,Brazil,Distrito Federal,3015268,499033,990,866,1.0334128878281623,Stable,10510,15,14,1.2727272727272727,Upward,2021-10,2021
2021-10-05,Brazil,Distrito Federal,3015268,502049,3016,1193,1.4838308457711442,Upward,10527,17,14,1.1666666666666667,Upward,2021-10,2021
2021-10-06,Brazil,Distrito Federal,3015268,502732,683,1205,1.4518072289156627,Upward,10537,10,12,1.0,Stable,2021-10,2021
2021-10-07,Brazil,Distrito Federal,3015268,503720,988,1211,1.377701934015927,Upward,10569,32,15,1.25,Upward,2021-10,2021
2021-10-08,Brazil,Distrito Federal,3015268,504772,1052,1227,1.3380588876772084,Upward,10585,16,15,1.0714285714285714,Stable,2021-10,2021
2021-10-09,Brazil,Distrito Federal,3015268,505543,771,1252,1.3668122270742358,Upward,10594,9,16,1.0,Stable,2021-10,2021
2021-10-10,Brazil,Distrito Federal,3015268,506429,886,1198,1.4028103044496487,Upward,10604,10,16,1.0,Stable,2021-10,2021
2021-10-11,Brazil,Distrito Federal,3015268,507407,978,1197,1.331479421579533,Upward,10621,17,16,0.9411764705882353,Stable,2021-10,2021
2021-10-12,Brazil,Distrito Federal,3015268,507861,454,831,0.9121844127332601,Stable,10633,12,16,0.8888888888888888,Stable,2021-10,2021
